"PID","CWV","ZSB","copri","infl_prestige","infl_dominance","rel_prestige","rel_dominance","self_prestige","self_dominance","TOPS_coer","TOPS_coll","care_rel","care_infl","tradeoff","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","ZSB_1","ZSB_2","ZSB_3","ZSB_4","ZSB_5R","ZSB_6R","ZSB_7","ZSB_8R","copri_1R","copri_2R","copri_3R","copri_4","exp_infl_1","exp_infl_3","exp_infl_5R","exp_infl_7","exp_infl_10","exp_infl_13","exp_infl_15","exp_infl_2","exp_infl_4","exp_infl_6","exp_infl_8","exp_infl_9R","exp_infl_11","exp_infl_12R","exp_infl_14","exp_infl_16","exp_rel_1","exp_rel_3","exp_rel_5R","exp_rel_7","exp_rel_10","exp_rel_13","exp_rel_15","exp_rel_2","exp_rel_4","exp_rel_6","exp_rel_8","exp_rel_9R","exp_rel_11","exp_rel_12R","exp_rel_14","exp_rel_16","self_1","self_3","self_5R","self_7","self_10","self_13","self_15","self_2","self_4","self_6","self_8","self_9R","self_11","self_12R","self_14","self_16","TOPS_coer_1","TOPS_coer_2","TOPS_coer_3","TOPS_coer_4","TOPS_coer_5","TOPS_coer_6","TOPS_coer_7","TOPS_coer_8","TOPS_coer_9","TOPS_coer_10","TOPS_coll_1","TOPS_coll_2","TOPS_coll_3","TOPS_coll_4","TOPS_coll_5","TOPS_coll_6","TOPS_coll_7","TOPS_coll_8","TOPS_coll_9","TOPS_coll_10","rel_care","rel_bother","infl_care","infl_bother","elg","att_1","att_2","age","employment","race","gender","income","edu","feedback"
221,3.8,4.75,3.75,5.85714285714286,2.66666666666667,6.28571428571429,2.77777777777778,4.85714285714286,5,3.7,6.1,4.5,2.5,4,5,3,5,3,1,6,3,6,3,3,4,6,6,2,6,6,2,6,2,5,2,6,7,5,6,5,7,5,6,2,6,1,1,4,1,6,2,1,7,6,7,6,6,6,6,5,2,1,6,4,1,4,1,1,5,6,5,5,2,5,6,6,6,6,6,5,6,5,2,3,3,3,3,4,4,3,3,6,3,5,5,6,7,6,6,6,7,6,6,6,5,4,2,3,1,1,1,24,"Full-time","black","man","$40,001-$60,000","4yearColl",""
222,4.3,4,3,4.28571428571429,3.44444444444444,4.85714285714286,4.33333333333333,5,3.33333333333333,4.4,5,4,1,1,6,2,6,6,3,6,3,5,3,3,5,4,5,5,2,3,5,3,2,2,3,5,4,5,3,6,4,4,4,1,4,1,4,4,5,3,4,5,6,5,4,5,4,5,5,4,3,5,6,4,5,4,4,4,1,4,7,5,6,6,6,5,2,1,4,7,6,3,1,1,5,5,2,6,6,5,5,2,2,6,5,5,5,5,5,5,6,5,4,5,4,4,1,1,1,1,1,36,"Full-time","white","woman","$0-$20,000","GED",""
223,3.2,3.5,5,5.85714285714286,2.55555555555556,5.71428571428571,2.66666666666667,4.28571428571429,3.11111111111111,2.2,5.1,3,3,4,2,6,2,3,2,2,6,2,2,5,2,2,2,2,6,6,2,6,6,6,6,2,6,6,7,5,5,6,6,2,5,1,1,2,5,4,1,2,6,6,6,4,6,6,6,6,2,2,2,2,4,2,2,2,4,4,6,4,4,4,4,3,4,2,4,4,4,4,1,2,3,2,2,2,2,2,2,2,2,3,5,5,6,5,5,5,5,5,5,5,3,3,3,3,1,1,1,33,"Full-time","white","man","$80,001-$100,000","4yearColl",""
224,4.2,4,4,4.57142857142857,4,4.28571428571429,3.88888888888889,3.85714285714286,3.55555555555556,4,3.9,3.5,2.5,2,4,4,5,5,4,3,5,3,4,5,3,4,5,3,4,3,5,5,4,3,5,4,5,5,5,5,3,5,4,4,5,3,4,5,5,4,3,3,5,4,5,5,4,3,4,3,4,3,3,5,3,5,5,4,4,4,4,3,4,4,4,3,3,4,3,4,3,5,3,4,4,5,3,5,4,4,4,5,3,3,5,4,4,3,4,4,3,4,3,5,4,3,3,2,1,1,1,49,"Full-time","white","man","$80,001-$100,000","4yearColl","Thank you."
225,2.5,2.375,3.25,6.14285714285714,2.33333333333333,6,2,5.14285714285714,1.44444444444444,5,4.5,2.5,2.5,3,4,2,4,1,1,5,1,1,2,4,3,2,2,2,4,2,2,2,4,3,2,4,6,5,7,6,6,6,7,2,2,1,4,4,1,4,1,2,7,4,7,6,6,6,6,2,1,1,4,2,1,4,1,2,5,4,7,5,5,5,5,1,1,1,1,2,2,2,1,2,4,5,6,6,5,5,5,4,4,6,5,4,3,4,4,5,4,6,6,4,4,1,3,2,1,1,1,57,"Full-time","black","woman","$60,001-$80,000","PHD",""
226,2.9,3.375,5.75,6.14285714285714,4.55555555555556,6.14285714285714,2.77777777777778,6,3.11111111111111,1.8,5.6,4.5,4,5,1,6,2,2,1,2,6,2,1,6,2,2,2,1,6,6,2,6,7,7,7,2,7,6,6,5,6,6,7,6,6,6,5,4,6,6,1,1,6,5,7,6,6,7,6,4,2,1,4,4,4,4,1,1,6,6,6,6,6,6,6,6,2,2,2,3,5,6,1,1,1,2,1,2,2,2,2,2,2,2,5,6,6,5,5,5,6,6,6,6,4,5,4,4,1,1,1,30,"Full-time","white","man","$100,001-$120,000","4yearColl",""
227,3.7,4.25,4.25,4.57142857142857,3.88888888888889,5.57142857142857,3.88888888888889,5,4.44444444444444,4.7,4.8,3,3.5,3,4,2,5,5,3,6,4,4,2,2,4,5,5,5,4,2,6,3,5,4,3,5,5,6,3,3,4,5,6,3,5,3,6,2,4,2,5,5,5,5,4,7,6,6,6,4,3,4,5,3,4,3,5,4,7,6,2,6,6,4,4,5,4,4,6,3,5,3,4,6,5,3,3,5,6,6,5,5,5,4,4,4,6,5,5,5,5,5,3,6,4,2,3,4,1,1,1,43,"Full-time","multiracial","man","$60,001-$80,000","4yearColl","it was good"
228,1.2,1.625,7,6.28571428571429,1.55555555555556,6.14285714285714,1.77777777777778,4.85714285714286,2,2.9,6,4.5,2.5,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,3,1,7,7,7,7,6,5,7,7,6,7,6,3,1,1,1,1,1,4,1,1,6,5,6,6,6,7,7,4,1,1,1,2,1,3,1,2,4,6,7,5,4,4,4,4,1,1,1,2,1,5,1,2,1,2,4,3,1,3,1,4,4,6,6,6,5,7,6,6,5,6,6,7,4,5,3,2,1,1,1,61,"Full-time","white","woman","$140,001-$160,000","4yearColl",""
229,2.8,3.5,2.75,5.71428571428571,2.44444444444444,6,1.88888888888889,4.85714285714286,1.66666666666667,3.3,4.8,3.5,2,2,4,3,2,2,2,5,2,2,2,4,2,3,2,2,5,6,6,2,2,4,3,2,6,6,4,6,6,6,6,4,2,2,3,2,2,4,1,2,6,6,6,6,6,6,6,3,1,2,2,2,2,3,1,1,4,4,6,4,6,5,5,1,1,1,1,2,1,5,1,2,2,3,4,3,2,2,3,4,4,6,6,5,3,4,5,6,4,5,6,4,3,4,2,2,1,1,1,33,"Full-time","white","man","$140,001-$160,000","4yearColl",""
230,4,4.25,3,5.28571428571429,4.66666666666667,3.42857142857143,4,5,4.77777777777778,5,4.5,3.5,3,2,5,2,6,6,2,4,4,4,3,4,4,3,6,4,4,3,6,4,3,3,2,4,7,6,5,2,6,6,5,6,5,5,4,2,5,3,6,6,4,3,4,3,3,3,4,6,3,2,4,3,7,4,5,2,7,5,3,4,5,5,6,6,6,4,6,4,5,2,4,6,6,6,4,7,5,6,4,3,6,3,4,5,5,5,3,5,5,5,4,4,2,5,3,3,1,1,1,39,"Full-time","white","man","$60,001-$80,000","4yearColl","good"
231,2.3,2.25,5.5,6.42857142857143,3.55555555555556,6.28571428571429,1.88888888888889,5.57142857142857,2.88888888888889,3.6,5.3,4,2,2,3,3,2,1,1,5,2,1,2,3,2,2,2,3,3,2,2,2,5,6,5,6,7,6,7,7,5,6,7,3,2,2,2,5,5,5,5,3,7,6,6,7,6,5,7,3,2,1,1,2,2,3,1,2,6,6,6,6,5,5,5,3,2,3,5,2,2,5,2,2,3,3,2,2,5,2,5,2,6,6,6,5,5,5,5,6,6,5,5,5,4,4,2,2,1,1,1,37,"Full-time","white","man","$80,001-$100,000","MA","none"
232,1.4,1.625,6,6.42857142857143,3.11111111111111,5.57142857142857,2.11111111111111,5.28571428571429,1.88888888888889,3,6.5,5,2,1,1,2,1,1,1,1,1,1,2,3,1,1,1,2,2,2,2,2,6,7,6,5,7,7,6,7,6,6,6,4,2,4,2,5,2,4,4,1,7,6,4,7,5,5,5,4,1,1,1,4,1,4,1,2,5,5,7,5,6,5,4,4,1,1,1,3,1,4,1,1,1,2,2,2,2,4,5,4,3,5,6,6,7,7,7,6,6,7,7,6,5,5,2,2,1,1,1,52,"Full-time","white","man","$60,001-$80,000","MA","n/a"
233,3.2,3.75,3.75,6,2.55555555555556,6,2.22222222222222,5.14285714285714,2.22222222222222,2.1,5,3.5,2.5,2,3,3,2,2,3,3,4,3,6,3,3,3,3,3,5,5,4,4,4,4,4,3,6,6,6,6,6,6,6,2,2,2,2,4,2,5,2,2,6,6,6,6,6,6,6,3,1,2,1,3,2,5,2,1,6,6,6,6,4,4,4,2,1,2,1,3,4,3,2,2,2,2,2,2,2,2,2,3,2,2,5,6,6,4,4,4,5,6,6,4,3,4,3,2,1,1,1,29,"Full-time","white","man","$60,001-$80,000","4yearColl",""
234,2,2,6,6.71428571428571,1,6.14285714285714,1.44444444444444,6,2.22222222222222,2.1,6,5,2.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,7,5,7,7,7,7,7,1,1,1,1,1,1,1,1,1,7,4,7,4,7,7,7,1,1,1,2,1,1,4,1,1,6,6,6,6,6,6,6,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,6,6,6,6,6,6,6,6,6,6,5,5,2,3,1,1,1,62,"Full-time","white","woman","$60,001-$80,000","2yearColl",""
235,4,5.25,2,5.28571428571429,1.77777777777778,5.14285714285714,2.11111111111111,4.85714285714286,3,4.2,4.7,4,3,4,5,5,4,4,2,6,1,4,2,7,5,6,5,6,3,5,6,6,2,3,2,1,5,2,7,5,6,7,5,2,2,1,2,2,2,3,1,1,4,2,7,5,6,6,6,3,3,2,2,1,2,3,1,2,5,5,5,4,5,5,5,4,3,3,3,4,2,4,2,2,1,1,4,6,2,6,3,6,6,7,6,5,5,2,2,7,6,5,5,4,4,4,3,3,1,1,1,39,"Full-time","white","man","$60,001-$80,000","4yearColl",""
236,2.3,2.875,4.75,6.85714285714286,1.66666666666667,6.71428571428571,2.11111111111111,6.42857142857143,1,4.6,5.9,5,2,2,2,4,1,1,1,4,4,1,3,2,3,1,3,4,3,1,7,1,4,7,4,4,7,6,7,7,7,7,7,1,1,1,1,4,1,4,1,1,7,6,7,6,7,7,7,2,1,1,4,4,1,4,1,1,7,7,7,7,4,6,7,1,1,1,1,1,1,1,1,1,2,4,4,1,5,4,6,7,7,6,4,7,7,7,5,6,6,4,7,6,5,5,2,2,1,1,1,57,"Part-time","white","woman","$80,001-$100,000","2yearColl","thank you"
237,1.7,2.25,6,5.85714285714286,2,5.57142857142857,2.11111111111111,5.28571428571429,1.22222222222222,3.9,6.1,2.5,1.5,2,2,2,1,1,2,2,1,1,2,3,2,2,3,1,1,3,3,3,6,6,6,6,7,3,6,7,6,6,6,1,1,1,1,4,2,4,1,3,7,2,6,7,5,7,5,1,1,1,1,4,4,4,1,2,4,5,7,5,5,5,6,1,1,1,1,1,1,2,1,2,2,5,6,6,1,7,1,3,1,7,7,6,2,6,6,7,7,6,7,7,3,2,2,1,1,1,1,43,"Full-time","hispanic","woman","$40,001-$60,000","2yearColl",""
238,3.5,3.625,3.75,3.42857142857143,4.11111111111111,4.85714285714286,3.22222222222222,4.57142857142857,3.44444444444444,3.3,4.7,2.5,2,3,5,4,3,3,3,3,5,3,3,3,3,4,3,3,5,4,4,3,3,3,4,5,3,4,4,4,3,3,3,4,4,5,4,5,3,5,3,4,6,4,5,5,4,5,5,3,4,2,4,3,4,3,3,3,5,5,3,4,5,5,5,3,3,3,3,5,4,3,4,3,3,4,3,3,5,3,3,3,3,3,3,5,5,5,5,5,5,4,5,5,3,2,1,3,0,0,1,34,"Full-time","white","man","$80,001-$100,000","4yearColl",""
239,1.9,2.875,4.75,6.71428571428571,2.66666666666667,6.42857142857143,2.33333333333333,6.85714285714286,2.66666666666667,4,5.8,3.5,1.5,2,3,3,1,1,2,3,1,1,1,3,2,2,2,2,7,3,2,3,4,5,5,5,7,6,6,7,7,7,7,3,1,3,5,3,2,4,1,2,7,6,6,7,6,7,6,3,1,2,3,2,2,4,1,3,7,7,7,7,6,7,7,2,3,2,2,5,2,4,1,3,3,5,2,4,2,5,5,4,5,5,7,7,5,5,3,7,6,6,6,6,4,3,2,1,1,1,1,47,"Full-time","white","man","$80,001-$100,000","2yearColl","Great survey that was easy to navigate"
240,4.2,3,4.25,5.71428571428571,4.55555555555556,5.28571428571429,2.77777777777778,5.85714285714286,3.77777777777778,4.8,5.5,4,3.5,1,5,2,5,4,6,5,4,5,4,2,3,4,3,2,6,2,2,2,3,4,6,4,5,5,7,4,6,7,6,4,5,3,5,4,6,7,5,2,7,3,6,7,3,6,5,2,2,2,2,4,4,6,1,2,6,6,6,5,6,6,6,4,3,2,4,3,6,6,4,2,5,5,6,2,5,6,5,5,4,5,6,5,5,6,4,5,7,5,7,5,4,4,4,3,1,1,1,34,"Full-time","white","man","$60,001-$80,000","4yearColl","n/a"
241,2.6,5.5,2,6.42857142857143,1.11111111111111,6.14285714285714,1.44444444444444,6.14285714285714,1,3.2,5.9,4,1,1,6,6,1,1,1,6,1,2,1,1,7,7,7,7,1,1,7,7,2,2,2,2,7,3,7,7,7,7,7,1,1,2,1,1,1,1,1,1,7,3,6,7,6,7,7,2,1,2,2,1,2,1,1,1,6,4,7,6,7,6,7,1,1,1,1,1,1,1,1,1,2,1,5,5,2,5,1,2,3,6,7,7,7,7,7,7,5,6,3,3,5,3,1,1,1,1,1,41,"Full-time","white","man","$20,001-$40,000","GED",""
242,4.8,3,2.25,6.57142857142857,3.66666666666667,6.28571428571429,2.11111111111111,6.14285714285714,3.44444444444444,4.8,5,3.5,2.5,4,7,4,4,4,3,6,4,4,5,7,3,3,3,4,2,2,5,2,1,2,2,4,7,5,7,7,7,7,6,4,1,3,5,4,5,4,6,1,7,6,5,7,5,7,7,2,1,2,3,2,3,4,1,1,6,6,7,6,5,6,7,4,3,4,4,4,3,4,3,2,4,4,4,4,6,6,5,5,4,6,6,4,5,2,5,5,6,6,6,5,4,3,2,3,1,1,1,48,"Full-time","black","woman","$60,001-$80,000","PHD",""
243,2.9,3.875,3.75,5.85714285714286,3.55555555555556,6.42857142857143,3.33333333333333,5,2.77777777777778,4.9,5.3,4.5,2,1,3,1,5,3,2,5,2,1,4,3,3,5,3,4,6,3,4,3,3,5,3,4,6,4,6,6,7,6,6,4,3,3,4,6,3,4,4,1,7,4,7,7,7,6,7,4,3,3,4,4,4,4,2,2,6,3,6,6,5,4,5,2,4,2,6,1,2,6,1,1,5,5,5,5,5,4,5,4,5,6,6,5,5,5,6,6,5,5,6,4,5,4,2,2,1,1,1,54,"Full-time","asian","man","$60,001-$80,000","4yearColl",""
244,3.9,2.75,4.25,7,4,6.42857142857143,2.33333333333333,5.57142857142857,4.11111111111111,2.7,5.1,5,3.5,2,5,5,5,3,2,4,3,3,3,6,3,2,3,1,2,7,2,2,3,4,3,7,7,7,7,7,7,7,7,6,1,5,4,4,3,7,5,1,6,6,7,7,6,6,7,3,3,2,3,3,2,3,1,1,6,5,7,5,6,6,4,7,6,3,6,4,2,7,1,1,1,1,2,5,1,3,2,3,4,5,7,5,5,2,6,7,6,3,5,5,5,5,3,4,1,1,1,35,"Full-time","white","man","$80,001-$100,000","4yearColl",""
245,3.2,3.375,4,5.42857142857143,3,5.14285714285714,2.11111111111111,3.57142857142857,2,4.4,3.7,3,1,1,5,4,3,3,2,4,2,3,3,3,3,4,6,2,4,2,3,3,5,4,3,4,6,3,6,6,5,6,6,2,3,4,3,3,4,4,2,2,6,3,5,6,5,6,5,3,1,2,2,2,2,3,2,2,4,3,6,3,2,4,3,2,2,2,2,2,2,2,1,3,6,5,5,3,4,5,5,3,3,5,4,4,3,3,2,5,5,2,5,4,3,3,1,1,1,1,1,34,"Full-time","black","woman","$40,001-$60,000","GED",""
246,3.1,2.25,4,6.42857142857143,2.88888888888889,5.28571428571429,2.33333333333333,5.71428571428571,3.77777777777778,1.7,5.9,3,2.5,4,4,6,1,1,4,4,3,1,2,5,2,1,1,2,2,6,2,2,5,4,4,3,7,4,6,7,7,7,7,4,3,3,2,5,2,4,1,2,6,3,6,5,6,6,5,3,2,2,2,4,1,4,1,2,6,6,6,6,6,5,5,4,4,2,3,5,3,4,5,4,1,1,2,1,1,2,1,2,1,5,7,5,7,7,5,5,7,7,5,4,4,2,3,2,1,1,1,50,"Full-time","white","man","$40,001-$60,000","GED",""
247,4.1,4.375,1.25,5.28571428571429,2.77777777777778,6.28571428571429,2.22222222222222,4.42857142857143,1.77777777777778,5.2,3,3,1,4,7,4,3,4,3,6,2,4,3,5,5,5,5,5,2,4,4,5,2,1,1,1,7,5,1,7,6,4,7,4,2,1,2,5,2,5,3,1,6,4,7,6,7,7,7,2,2,2,1,4,2,4,2,1,4,5,7,4,2,6,3,1,1,1,1,2,1,7,1,1,5,7,7,6,5,5,5,2,6,4,2,5,2,1,1,4,4,7,2,2,3,3,1,1,1,1,1,40,"Full-time","black","woman","$60,001-$80,000","4yearColl",""
248,2.5,2.375,3.5,6.42857142857143,3.44444444444444,6.57142857142857,1.66666666666667,5.28571428571429,1.22222222222222,5.4,4.6,3.5,1.5,1,4,2,1,2,2,4,1,2,3,4,1,2,2,2,4,1,4,3,4,4,3,3,7,4,6,7,7,7,7,4,2,3,1,4,6,4,6,1,7,4,7,7,7,7,7,3,2,1,1,2,2,2,1,1,6,4,7,5,4,7,4,1,1,1,1,1,1,3,1,1,4,6,7,7,4,5,5,4,6,6,6,4,4,5,4,6,4,5,5,3,4,3,2,1,1,1,1,31,"Full-time","asian","man","$60,001-$80,000","4yearColl",""
249,2.4,3.25,4.75,6.14285714285714,2,5.42857142857143,1.88888888888889,5.85714285714286,2.11111111111111,2.2,6.5,2.5,2,3,5,2,3,1,1,4,1,1,2,4,3,3,3,3,1,5,3,5,5,5,4,5,7,3,7,7,7,6,6,1,1,2,4,2,1,4,1,2,6,1,7,6,6,6,6,1,1,1,1,5,1,4,1,2,6,5,7,5,6,6,6,1,2,2,1,4,1,5,1,2,1,1,4,1,1,1,1,5,1,6,7,7,6,6,6,7,6,7,6,7,3,2,2,2,1,1,1,40,"Full-time","multiracial","man","$140,001-$160,000","MA",""
250,3.9,4.75,3.5,5.71428571428571,4,6.71428571428571,3,3.85714285714286,3.44444444444444,5.9,5.4,4,4,4,5,3,5,5,4,4,3,5,2,3,6,5,5,6,5,3,5,3,3,3,3,5,6,5,4,6,7,7,5,4,5,5,5,2,6,7,1,1,7,5,7,7,7,7,7,5,3,2,3,2,5,4,1,2,4,4,3,3,4,5,4,4,4,4,4,4,3,5,1,2,5,6,6,5,6,6,6,6,7,6,5,7,6,7,2,7,5,5,5,5,4,4,4,4,1,1,1,45,"Full-time","white","woman","Over $200,000","MA",""
251,2.5,2.875,5,5.71428571428571,3,5.57142857142857,2.66666666666667,5.28571428571429,1.44444444444444,2.5,6.1,4,3,4,3,3,3,3,2,3,2,2,1,3,2,2,3,2,7,2,3,2,6,5,3,6,6,3,5,6,7,6,7,3,3,3,3,2,5,3,3,2,7,3,5,6,6,6,6,2,3,3,3,3,3,2,3,2,5,4,6,5,5,6,6,1,3,1,1,1,1,3,1,1,3,1,3,2,3,1,5,3,3,1,6,7,6,5,7,6,6,5,7,6,4,4,4,2,1,1,1,33,"Full-time","white","man","$20,001-$40,000","GED","This was a very interesting study, thanks for the opportunity to contribute. "
252,3.9,2.75,3.5,6.14285714285714,5.55555555555556,6.57142857142857,2.44444444444444,5.57142857142857,3.22222222222222,5,5.8,3,2,2,5,5,3,7,3,5,3,2,3,3,3,3,3,3,2,3,3,2,3,5,3,3,6,6,7,6,6,6,6,6,6,6,6,7,5,7,5,2,7,5,6,7,7,7,7,3,3,2,2,2,4,3,2,1,6,6,6,5,5,6,5,5,3,4,3,4,2,5,2,1,5,5,5,5,5,5,5,5,5,5,6,6,5,5,6,6,6,6,7,5,3,3,2,2,1,1,1,40,"Part-time","black","woman","$40,001-$60,000","4yearColl",""
253,2.2,2,5,5.71428571428571,2.66666666666667,5.57142857142857,2.44444444444444,6,2.33333333333333,3.5,4.5,4,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,5,6,6,3,6,4,6,6,6,6,6,4,2,3,2,3,2,3,3,2,6,3,6,6,6,6,6,4,2,2,2,3,2,4,1,2,6,6,6,6,6,6,6,3,2,2,1,3,2,4,2,2,2,3,6,3,2,6,3,3,2,5,5,5,3,2,3,6,5,6,6,4,5,3,3,1,1,1,1,46,"Full-time","multiracial","man","Over $200,000","4yearColl",""
254,3.8,3.25,3.75,5.71428571428571,3.33333333333333,4.71428571428571,2,4.28571428571429,4,4.3,5.8,2,3,4,5,6,2,4,4,5,3,2,3,4,4,4,3,3,2,2,4,4,4,4,3,4,7,4,7,6,5,5,6,4,2,3,5,4,3,6,1,2,5,4,7,4,5,4,4,2,1,1,1,4,3,4,1,1,4,5,5,4,4,4,4,5,5,4,4,5,3,4,1,5,4,4,5,5,4,3,5,4,4,5,6,6,6,6,5,6,6,6,5,6,2,2,3,3,1,1,1,39,"Full-time","white","man","$60,001-$80,000","2yearColl",""
255,1.7,2.625,5.5,5.71428571428571,2.11111111111111,6.57142857142857,1.22222222222222,2.28571428571429,1.88888888888889,4.1,6,4.5,1.5,1,2,2,2,1,1,2,1,1,2,3,1,2,2,1,5,5,3,2,5,6,5,6,7,4,1,7,7,7,7,3,1,1,2,5,2,3,1,1,7,6,6,7,6,7,7,2,1,1,1,1,1,2,1,1,4,1,7,1,1,1,1,5,3,1,1,1,1,3,1,1,1,5,5,5,2,3,2,5,6,7,5,5,6,6,7,7,6,7,6,5,5,4,2,1,1,1,1,25,"Part-time","black","man","$0-$20,000","GED",""
256,1.6,3.5,5,6.42857142857143,2.66666666666667,6.42857142857143,2.22222222222222,7,1.55555555555556,4.5,4.9,5,1.5,1,1,2,1,1,2,2,2,1,2,2,5,2,4,4,2,4,5,2,4,6,4,6,7,3,7,7,7,7,7,2,2,2,3,5,2,3,4,1,7,3,7,7,7,7,7,3,2,3,1,2,2,3,3,1,7,7,7,7,7,7,7,1,4,1,1,2,2,1,1,1,3,5,6,3,3,4,5,6,4,6,7,5,5,5,3,5,6,5,5,3,5,5,1,2,0,1,1,28,"Homemaker","asian","woman","Over $200,000","4yearColl",""
257,3.6,4.5,3.5,5.42857142857143,5,6.28571428571429,3.44444444444444,6.57142857142857,4,3.7,5.7,4.5,3.5,4,4,1,6,5,1,6,4,5,2,2,5,5,4,5,3,1,6,7,3,3,2,6,4,6,6,5,6,5,6,5,7,5,5,3,6,2,7,5,6,6,6,6,7,7,6,3,1,1,5,7,7,4,2,1,6,6,7,7,7,7,6,6,6,6,7,1,5,3,1,1,3,4,2,2,5,5,5,4,3,4,6,6,7,5,6,5,6,5,6,5,4,5,3,4,1,1,1,38,"Full-time","asian","woman","$60,001-$80,000","4yearColl",""
258,2.2,4.5,5.25,6.42857142857143,2.55555555555556,6.28571428571429,1.66666666666667,5.71428571428571,1.77777777777778,2.6,5.8,4.5,2,2,3,2,2,1,2,2,2,2,2,4,5,5,5,5,2,4,6,4,5,6,5,5,7,5,6,7,6,7,7,1,2,1,2,3,3,3,7,1,7,3,7,7,6,7,7,1,1,1,1,3,2,3,1,2,5,5,7,5,7,5,6,2,2,1,2,3,1,2,1,2,2,4,4,1,2,2,2,2,3,4,6,6,6,6,3,7,6,6,7,5,5,4,2,2,1,1,1,38,"Full-time","black","man","$100,001-$120,000","4yearColl","None "
259,2.2,4.25,5.75,6.42857142857143,2.55555555555556,6,3.11111111111111,5.71428571428571,4,4.4,5.9,3,3,4,3,2,2,2,2,2,2,2,3,2,5,5,5,5,3,3,5,3,6,6,5,6,7,6,6,7,6,7,6,2,1,2,2,3,6,4,1,2,7,4,7,6,6,6,6,6,3,5,5,2,3,2,1,1,6,4,6,6,6,6,6,6,4,4,4,4,4,5,3,2,5,5,2,5,5,5,5,2,5,5,6,6,6,6,6,6,6,5,6,6,4,2,4,2,1,1,1,37,"Part-time","black","man","$20,001-$40,000","GED",""
260,2.8,2.625,3,6.71428571428571,4.33333333333333,6.71428571428571,2.22222222222222,5.85714285714286,3,4.6,5.3,3,2,4,5,2,3,2,2,5,1,2,3,3,2,3,3,3,3,2,3,2,3,3,3,3,7,7,6,7,7,7,6,5,4,4,5,4,5,7,4,1,7,6,7,7,6,7,7,3,2,2,3,3,2,3,1,1,6,6,5,6,6,6,6,3,3,4,3,3,2,4,3,2,3,5,5,5,3,5,5,3,6,6,6,6,5,5,6,6,6,5,5,3,4,2,2,2,1,1,1,43,"Full-time","asian","man","$40,001-$60,000","4yearColl",""
261,3.3,3.5,3,6.42857142857143,2.11111111111111,6.14285714285714,2.11111111111111,4.57142857142857,2.44444444444444,5,4,5,2,4,2,1,1,6,2,6,2,1,6,6,3,3,3,5,2,3,6,3,5,3,3,1,7,5,6,7,6,7,7,4,2,2,1,4,2,2,1,1,7,5,5,7,6,7,6,3,1,3,2,4,2,2,1,1,3,5,4,4,6,5,5,4,1,1,1,1,1,5,1,7,4,7,6,2,5,6,5,3,5,7,2,1,1,1,5,6,6,7,5,6,5,5,2,2,1,1,1,51,"Full-time","white","woman","$60,001-$80,000","4yearColl",""
262,3.7,4,4,4,4,4,4,5.71428571428571,3.44444444444444,3.8,4.2,3,3,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,7,3,5,6,7,6,3,2,2,4,4,5,3,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,6,4,4,4,4,3,3,3,3,0,1,0,24,"Full-time","black","man","$80,001-$100,000","MA","good study"
263,4.6,6,3,5.71428571428571,4.33333333333333,4.85714285714286,1.55555555555556,1.71428571428571,1.66666666666667,4.5,3.9,1,1,3,6,4,4,6,4,6,1,4,4,7,6,5,5,6,7,7,7,5,2,4,4,2,7,4,7,5,6,6,5,7,7,6,6,3,3,4,2,1,7,4,4,7,4,4,4,1,1,1,1,3,1,4,1,1,2,1,3,2,1,2,1,4,1,1,1,1,1,1,1,4,4,5,4,4,6,4,2,4,5,7,4,1,1,1,4,7,7,4,6,4,1,1,1,1,1,1,1,44,"Full-time","asian","man","$40,001-$60,000","4yearColl",""
264,2.3,2.125,4.25,6.57142857142857,1.77777777777778,6.71428571428571,1.11111111111111,4.28571428571429,3,3.3,5.7,4,2.5,4,5,4,1,1,1,5,1,1,2,2,2,2,1,1,2,2,5,2,5,5,3,4,6,6,7,6,7,7,7,1,1,1,1,4,1,5,1,1,7,6,7,7,7,6,7,1,1,1,1,1,1,1,1,2,5,5,5,5,3,3,4,4,3,3,2,3,4,5,1,2,1,1,4,3,1,3,3,5,6,6,6,7,5,3,5,7,7,6,6,5,4,4,3,2,1,1,1,31,"Full-time","white","man","$60,001-$80,000","4yearColl",""
